b_max,b_mean,b_min,b_p10,b_p15,b_p20,b_p25,b_p30,b_p35,b_p40,b_p45,b_p5,b_p50,b_p55,b_p60,b_p65,b_p70,b_p75,b_p80,b_p85,b_p90,b_p95,b_std,g_max,g_mean,g_min,g_p10,g_p15,g_p20,g_p25,g_p30,g_p35,g_p40,g_p45,g_p5,g_p50,g_p55,g_p60,g_p65,g_p70,g_p75,g_p80,g_p85,g_p90,g_p95,g_std,r_max,r_mean,r_min,r_p10,r_p15,r_p20,r_p25,r_p30,r_p35,r_p40,r_p45,r_p5,r_p50,r_p55,r_p60,r_p65,r_p70,r_p75,r_p80,r_p85,r_p90,r_p95,r_std
240,110.43,17,23.0,23.85,26.0,31.0,41.099999999999994,56.599999999999994,82.80000000000001,94.75000000000003,20.95,122.0,140.45,151.4,158.40000000000003,165.0,168.0,172.0,189.15,198.60000000000005,212.2,70.20530677947359,97,67.28,43,50.0,52.0,54.800000000000004,56.0,58.0,59.0,60.6,63.550000000000004,47.95,65.0,69.0,72.0,74.0,77.0,79.0,81.2,84.0,86.0,89.05,13.57356253899469,120,74.43,30,38.900000000000006,41.0,42.800000000000004,45.5,48.400000000000006,52.65,59.0,67.55000000000001,34.0,75.5,86.45,90.4,94.0,97.0,99.0,101.0,107.14999999999999,114.10000000000001,117.1,28.737520769892452
253,115.69,15,21.0,23.0,24.8,32.0,52.199999999999996,75.94999999999999,101.20000000000002,116.0,19.0,119.5,133.45,145.39999999999998,161.0,172.0,179.25,191.39999999999998,197.45,204.0,210.34999999999997,72.12845416338826,87,60.38,36,44.9,47.85,49.0,50.75,51.0,52.65,54.2,57.0,41.9,58.5,60.45,63.4,66.35000000000001,70.0,72.0,73.2,75.14999999999999,78.0,82.0,12.859066840171568,139,71.66,26,34.900000000000006,37.0,38.8,41.75,43.7,47.3,59.400000000000006,69.0,30.0,75.0,80.45,84.0,90.0,94.0,97.0,99.2,105.14999999999999,110.20000000000002,115.05,30.15898539407452
278,127.1,18,21.0,22.0,28.8,34.0,53.3,80.6,110.4,129.80000000000007,20.0,150.0,155.45,163.8,176.05,187.60000000000002,197.25,205.60000000000002,211.59999999999997,219.20000000000005,230.05,78.50305726530655,86,58.86,35,43.0,44.0,45.0,47.0,48.0,51.0,52.6,55.0,40.0,60.0,62.0,63.4,67.0,68.0,71.0,71.2,73.0,77.0,80.05,13.233306465128054,141,76.38,26,32.0,33.0,35.0,38.0,42.7,49.65,62.800000000000004,75.0,30.0,83.5,94.0,95.4,99.35000000000001,104.0,106.0,108.2,112.0,116.30000000000003,124.29999999999998,34.82291774105094
257,128.68,18,23.9,26.0,29.0,33.75,61.19999999999999,97.65,106.20000000000002,136.3,20.95,152.5,167.0,173.39999999999998,180.0,188.6,191.25,197.0,202.29999999999998,220.10000000000002,235.0,76.54500375596045,80,55.79,34,39.0,41.0,43.8,44.75,45.7,47.65,50.0,52.0,38.0,55.0,58.0,59.0,62.35000000000001,66.0,67.0,70.0,71.14999999999999,73.10000000000001,75.05,12.776771892774795,126,74.52,27,31.0,31.85,34.8,39.75,42.4,47.949999999999996,61.20000000000001,73.30000000000003,29.0,81.5,88.45,94.4,97.0,99.0,104.5,110.2,113.14999999999999,115.10000000000001,120.05,33.49611320735587
261,127.18,18,20.9,23.85,27.8,32.5,50.699999999999996,78.6,113.80000000000001,136.65,20.0,146.5,157.0,165.8,178.0,189.0,199.0,206.0,211.44999999999996,221.0,228.25,78.13672376034205,81,54.61,33,40.0,41.0,43.0,44.0,45.0,46.3,47.6,51.550000000000004,38.0,54.0,56.0,57.0,59.0,62.3,64.25,67.0,68.0,73.10000000000001,76.05,12.403946952482505,126,72.79,28,32.0,34.849999999999994,36.0,37.75,41.0,44.65,53.0,69.85000000000002,29.0,80.0,85.0,91.8,96.35000000000001,99.0,103.25,107.2,110.14999999999999,113.0,117.0,32.24323029722673
229,99.47,13,18.0,21.7,25.0,32.75,45.7,61.89999999999999,80.2,91.10000000000001,17.0,103.0,112.35000000000001,119.80000000000001,129.0,140.0,151.25,161.20000000000002,167.59999999999997,184.20000000000002,209.34999999999997,63.27486941906716,79,48.17,29,34.900000000000006,36.0,39.0,40.0,41.0,42.65,44.6,46.0,32.95,47.5,49.0,49.0,50.0,51.3,54.0,56.400000000000006,61.0,65.0,70.0,11.049936651402126,112,59.43,20,28.0,29.85,33.0,35.0,36.4,40.65,45.0,52.550000000000004,27.0,61.0,63.900000000000006,66.0,73.0,77.89999999999999,83.0,84.0,88.14999999999999,92.50000000000004,103.0,25.698348195944426
305,121.02,17,22.0,24.0,26.8,31.0,46.8,54.0,94.6,107.55000000000001,20.95,128.5,151.9,160.4,166.70000000000002,174.3,181.25,195.8,204.14999999999998,211.10000000000002,251.35,80.03361543751474,87,54.89,36,38.0,41.0,42.0,43.75,45.0,46.0,48.0,50.10000000000001,37.0,52.0,55.900000000000006,59.0,61.0,63.3,65.0,66.0,69.0,72.20000000000002,81.05,13.404398531825288,147,71.35,27,31.0,31.0,33.8,35.75,38.4,45.65,50.6,58.550000000000004,29.0,67.0,78.80000000000001,86.0,93.35000000000001,98.0,101.0,104.60000000000001,111.14999999999999,114.10000000000001,128.14999999999998,35.094835802436805
252,110.91,18,23.0,24.85,25.0,26.75,32.8,54.89999999999999,81.2,88.0,20.95,127.5,136.45,148.4,150.70000000000002,165.3,177.25,186.4,193.59999999999997,206.10000000000002,214.34999999999997,72.87442555519735,81,52.85,35,39.9,41.0,42.0,43.75,45.0,45.0,46.6,47.550000000000004,38.0,50.0,52.45,55.0,57.0,60.0,62.25,63.0,64.29999999999998,70.0,75.05,11.61669057864588,135,66.8,27,29.9,32.0,34.0,36.0,39.0,40.65,44.0,51.550000000000004,27.95,65.5,73.35000000000001,84.0,86.35000000000001,91.3,94.25,98.0,101.14999999999999,107.20000000000002,117.05,31.477928775572252
218,96.61,17,21.9,24.85,26.8,28.75,31.4,47.84999999999999,64.0,76.65,20.95,104.0,120.9,128.0,138.70000000000002,143.3,152.0,159.0,160.14999999999998,174.20000000000002,191.15,61.84705247624982,78,54.54,26,39.9,41.0,42.0,43.0,45.0,46.0,49.0,50.550000000000004,37.0,54.0,56.0,56.0,61.0,64.0,66.0,68.0,70.14999999999999,74.10000000000001,76.0,12.984929726417468,114,61.42,26,30.0,31.0,32.8,33.0,34.7,36.0,43.2,50.65000000000001,28.0,60.5,66.35000000000001,79.4,82.0,83.0,84.25,87.2,89.0,95.30000000000003,111.05,27.88913049917476
210,96.53,14,21.8,24.0,27.0,29.0,32.7,55.3,68.0,76.10000000000001,17.95,95.0,115.45,128.2,137.35000000000002,147.3,151.75,161.0,171.14999999999998,176.20000000000002,184.2,62.00716974673171,86,57.65,31,43.0,46.0,46.800000000000004,48.0,49.0,50.0,52.0,54.0,39.8,55.0,56.0,60.0,62.0,63.3,68.25,71.2,73.14999999999999,78.0,80.05,12.991824352260924,115,63.31,25,32.0,34.0,35.0,36.75,37.7,42.0,46.6,53.20000000000002,29.950000000000003,58.5,68.0,75.0,80.35000000000001,84.0,87.25,93.4,96.14999999999999,100.10000000000001,106.05,27.104499626445794
198,96.3,15,23.9,26.0,28.8,30.0,35.0,48.0,60.40000000000001,85.95000000000005,20.95,105.5,112.25000000000001,120.8,128.35000000000002,140.0,149.25,162.00000000000003,170.59999999999997,177.2,188.0,60.72503602304407,92,60.77,40,47.0,48.0,50.0,51.0,52.0,53.65,56.0,58.0,43.95,59.5,61.0,63.0,65.0,66.0,70.0,72.2,75.0,77.10000000000001,82.14999999999999,12.097813852097412,117,65.62,28,34.900000000000006,36.0,37.0,38.75,40.0,44.65,49.0,52.0,33.949999999999996,62.0,75.45,77.4,85.0,86.3,88.25,90.2,93.74999999999996,105.10000000000001,108.0,26.891552576971087
182,94.55,18,21.0,22.0,24.8,28.0,34.4,47.599999999999994,68.80000000000001,79.55000000000001,19.95,107.5,120.25000000000001,132.4,138.70000000000002,144.6,150.25,156.0,159.14999999999998,166.20000000000002,172.2,58.69810473942068,86,54.99,31,40.0,42.0,43.8,45.0,47.0,48.65,50.6,51.0,37.0,55.5,56.0,58.0,59.70000000000002,62.0,64.0,67.0,69.14999999999999,71.0,72.05,12.05362601045843,107,62.37,24,31.0,32.0,34.0,35.75,37.0,42.0,43.6,52.10000000000001,29.950000000000003,61.0,70.45,78.0,83.0,86.0,88.0,89.0,91.0,95.20000000000002,99.0,26.018706731888116
236,93.28,17,22.0,25.0,27.6,28.75,32.0,41.3,62.2,77.65,19.95,87.0,103.70000000000002,112.4,118.0,129.89999999999998,138.0,141.4,159.59999999999997,190.10000000000002,214.29999999999998,63.9721939595634,85,50.01,34,39.0,40.0,41.0,42.0,43.0,44.65,45.0,46.0,37.0,47.0,47.0,48.0,50.0,52.3,54.25,57.2,61.14999999999999,65.20000000000002,77.05,11.560704995803674,129,59.32,22,30.900000000000002,31.85,33.0,33.0,35.0,37.0,43.6,47.0,29.0,52.5,58.45,70.0,71.0,72.3,75.25,79.2,87.0,104.50000000000004,119.0,28.149202475381074
218,98.31,17,20.0,22.849999999999998,26.6,31.0,33.7,58.65,66.6,77.75000000000003,18.0,103.0,117.9,124.6,131.35000000000002,139.99999999999997,157.0,168.4,173.45,180.60000000000005,195.15,63.70599579317476,95,57.3,23,40.9,44.0,46.0,48.75,50.0,51.0,53.0,56.10000000000001,39.0,57.5,58.45,59.4,62.0,65.0,66.0,67.0,69.0,78.10000000000001,83.0,13.869030247281172,120,63.72,24,31.0,32.0,36.0,36.75,38.7,44.0,47.800000000000004,52.550000000000004,28.9,59.0,75.0,77.8,80.35000000000001,83.0,86.25,88.0,92.14999999999999,96.80000000000007,112.0,27.652515256301733
64,60.85,58,60.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,59.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,0.9420721840708385,30,28.39,27,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.95,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.6147357155721472,41,38.47,36,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.0,38.0,38.45,39.0,39.0,39.0,39.0,39.0,39.0,39.10000000000001,40.0,0.9105492847726585
253,102.0,22,24.0,35.25,57.6,60.0,61.0,61.0,61.0,61.0,22.0,61.0,62.45,71.99999999999997,104.0,136.99999999999997,176.5,184.2,200.89999999999995,217.50000000000003,235.05,71.44074467696987,87,44.62,19,28.0,28.0,28.0,28.0,28.0,29.0,30.6,36.0,28.0,42.0,45.45,47.0,49.0,53.599999999999994,58.25,62.2,65.14999999999999,71.0,77.1,17.613506181337094,125,58.4,28,34.900000000000006,37.849999999999994,38.0,38.0,38.0,38.0,39.0,39.0,32.95,39.0,40.0,46.79999999999999,58.050000000000026,67.0,82.5,91.2,101.14999999999999,107.0,118.14999999999999,29.519146329120023
234,113.14,21,27.0,28.85,30.0,32.75,38.0,50.24999999999999,83.4,105.20000000000002,24.95,123.5,137.35000000000002,156.0,162.0,166.89999999999998,173.5,183.2,189.45,202.3,214.05,69.95341592803027,85,49.24,28,35.9,37.849999999999994,39.0,40.75,42.0,42.0,43.0,44.550000000000004,32.95,45.0,46.45,47.0,49.35000000000001,52.3,55.25,60.2,66.0,72.0,77.05,13.419478380324625,128,63.25,26,31.9,32.0,36.0,37.75,39.0,41.0,45.2,55.0,28.0,61.0,69.45,71.0,72.35000000000001,75.0,78.0,87.80000000000001,95.74999999999996,110.10000000000001,116.19999999999999,28.764691898228286
65,61.41,59,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,61.0,61.0,61.4,62.0,62.0,62.0,62.0,62.0,63.0,63.0,1.0207350292803712,30,28.47,25,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.550000000000004,27.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.7804485889538144,42,38.71,37,37.0,38.0,38.0,38.0,38.0,38.0,39.0,39.0,37.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0,1.0029456615390486
65,61.8,59,60.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,60.0,62.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,1.0770329614269007,31,28.69,27,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,0.6433506042586733,41,38.97,36,38.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,37.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,41.0,1.062591172558854
