b_max,b_mean,b_min,b_p10,b_p15,b_p20,b_p25,b_p30,b_p35,b_p40,b_p45,b_p5,b_p50,b_p55,b_p60,b_p65,b_p70,b_p75,b_p80,b_p85,b_p90,b_p95,b_std,g_max,g_mean,g_min,g_p10,g_p15,g_p20,g_p25,g_p30,g_p35,g_p40,g_p45,g_p5,g_p50,g_p55,g_p60,g_p65,g_p70,g_p75,g_p80,g_p85,g_p90,g_p95,g_std,r_max,r_mean,r_min,r_p10,r_p15,r_p20,r_p25,r_p30,r_p35,r_p40,r_p45,r_p5,r_p50,r_p55,r_p60,r_p65,r_p70,r_p75,r_p80,r_p85,r_p90,r_p95,r_std
269,80.61,11,12.9,13.0,14.0,15.0,16.7,18.65,24.200000000000003,43.550000000000004,11.95,62.0,85.25000000000001,94.0,112.70000000000002,124.0,135.25,145.60000000000002,164.14999999999998,173.70000000000005,198.2,69.68929544772281,51,25.38,17,19.0,20.0,20.0,21.0,21.7,22.0,22.0,23.0,19.0,24.0,25.0,25.0,26.0,27.0,28.25,30.0,30.0,33.0,37.14999999999999,6.289324288029677,136,56.79,23,29.9,32.0,32.0,33.0,34.0,36.0,38.0,41.550000000000004,27.9,45.0,50.45,60.4,66.0,73.6,78.25,85.0,92.0,97.10000000000001,102.29999999999998,27.88343415004687
172,73.32,11,13.0,13.0,14.0,14.75,16.0,21.65,27.200000000000003,40.95000000000004,12.0,57.0,74.9,90.39999999999998,110.35000000000001,124.89999999999999,131.25,140.4,146.0,156.20000000000002,164.05,58.221281332516206,43,31.99,21,26.0,27.0,28.0,29.0,29.0,30.0,30.6,31.0,24.0,32.0,33.0,33.4,34.0,35.0,35.0,36.0,37.0,38.0,39.099999999999994,4.674387660432113,106,58.92,32,36.0,37.0,39.0,39.75,40.7,42.0,44.0,46.0,33.0,48.0,55.0,62.4,70.05000000000003,76.0,81.0,86.2,90.0,94.10000000000001,96.05,22.550246118390813
189,63.53,11,12.0,13.0,14.0,14.0,16.0,16.65,21.6,30.75000000000002,12.0,47.5,61.80000000000001,74.0,88.35000000000001,95.3,105.25,113.4,121.29999999999998,139.80000000000007,167.3,53.232218627444034,43,28.67,21,22.0,24.0,24.0,25.0,26.0,26.0,27.0,27.550000000000004,22.0,28.0,29.0,29.4,30.0,30.299999999999997,31.0,32.0,33.0,36.10000000000001,39.0,4.9599495965180935,106,56.34,31,34.900000000000006,36.85,37.0,38.0,39.7,41.0,41.0,43.10000000000001,33.0,47.5,52.0,55.4,59.35000000000001,63.599999999999994,71.0,77.2,87.29999999999998,96.10000000000001,102.05,22.59434442509895
184,60.19,10,13.0,14.0,14.0,15.0,16.7,19.0,23.0,31.0,12.0,41.0,55.70000000000002,77.8,85.0,88.89999999999999,103.25,108.2,112.59999999999997,134.10000000000002,140.34999999999997,48.77493106094565,43,28.79,18,24.0,25.0,25.0,26.0,26.7,27.0,28.0,28.0,22.950000000000003,28.0,29.0,30.0,30.0,31.0,31.0,31.200000000000003,33.0,34.0,35.05,4.266837236173885,104,59.66,34,40.0,42.0,43.0,44.0,45.7,46.0,48.6,50.0,39.0,52.0,57.0,59.0,67.35000000000001,72.89999999999999,78.0,80.0,81.44999999999997,87.0,89.0,18.38543989139232
137,53.48,11,13.0,13.0,15.0,15.75,16.0,18.0,22.0,29.10000000000001,12.0,42.5,50.70000000000002,63.4,77.10000000000005,88.3,91.75,96.2,102.0,103.60000000000005,125.24999999999999,40.16403366197176,38,28.15,17,23.0,24.0,25.0,26.0,26.0,26.0,27.0,27.0,21.950000000000003,28.0,28.0,29.0,29.35000000000001,30.0,31.0,31.200000000000003,33.0,34.0,35.05,4.181805830021284,99,60.29,34,40.9,43.7,45.8,47.0,48.0,49.0,50.0,51.550000000000004,36.95,55.0,58.45,62.8,67.0,73.0,75.0,75.2,80.0,85.20000000000002,91.24999999999999,17.44551231692552
185,69.06,12,13.0,14.0,15.8,16.0,17.0,21.0,24.0,33.0,13.0,41.5,66.9,85.0,102.35000000000001,108.3,120.25,126.2,141.14999999999998,156.0,168.0,56.607034898500025,39,24.72,16,21.0,21.0,21.0,22.0,22.0,23.0,23.0,24.0,19.95,24.0,24.0,24.0,25.0,25.0,26.0,27.200000000000003,28.14999999999999,30.0,35.0,4.359082472264089,109,54.87,28,32.0,33.0,35.0,36.0,37.0,39.65,41.0,43.0,30.0,44.5,49.0,52.8,59.0,68.19999999999999,74.25,80.2,83.14999999999999,88.20000000000002,96.19999999999999,22.66788697695487
170,69.5,11,13.9,14.0,15.8,16.75,17.0,19.0,26.800000000000004,38.0,13.0,50.5,73.35000000000001,88.6,101.0,109.6,118.5,132.0,143.0,149.3,160.0,54.44106905636589,43,25.47,18,21.0,22.0,22.0,23.0,23.0,23.0,23.6,24.0,20.0,24.0,25.0,25.0,26.0,27.0,28.0,29.0,29.0,31.0,33.05,4.4820865676602,107,55.66,27,33.0,34.0,35.0,37.0,38.0,40.0,41.6,43.0,32.0,44.5,51.0,56.0,60.050000000000026,70.3,76.5,82.2,86.0,90.0,97.05,22.549598666051686
197,71.43,11,14.0,14.0,14.0,15.0,16.0,21.65,28.200000000000003,36.10000000000001,12.0,54.0,66.45,91.6,99.70000000000002,115.3,125.75,133.2,140.14999999999998,152.20000000000002,171.25,57.65591990420411,37,24.97,18,20.0,20.85,21.0,21.0,22.0,22.0,23.0,23.0,19.0,24.0,24.0,25.0,25.0,26.0,27.25,29.200000000000003,31.0,33.10000000000001,35.0,4.920274382592906,115,57.92,27,31.0,34.0,35.0,37.0,38.0,40.0,43.0,44.0,29.0,46.0,48.0,56.4,65.50000000000009,77.3,83.5,88.0,91.29999999999998,97.0,100.05,25.56899685165611
183,71.38,11,13.0,13.0,14.0,15.0,17.0,21.0,26.800000000000004,33.20000000000002,12.0,53.0,73.45,94.19999999999999,103.70000000000002,110.49999999999999,126.25,135.8,143.45,158.3,168.0,57.90609294366181,38,23.67,17,19.0,20.0,20.0,21.0,21.0,21.0,21.0,22.0,18.0,22.0,23.0,23.4,24.0,25.0,26.0,28.0,29.0,30.0,32.05,4.576144665545442,105,57.07,24,33.0,36.0,38.0,39.0,40.0,41.0,42.0,43.0,30.0,48.5,50.45,55.199999999999996,64.35000000000001,73.3,79.0,86.0,88.0,91.0,95.14999999999999,22.99054370822926
186,66.16,11,13.9,14.0,15.0,16.0,17.0,20.0,24.0,36.95000000000004,12.95,46.5,67.0,75.8,106.0,113.89999999999999,122.0,127.2,130.14999999999998,135.10000000000002,140.05,51.53575845953952,41,25.67,17,20.0,21.0,22.0,22.0,23.0,24.0,24.0,24.0,19.0,25.0,25.0,26.0,26.0,27.0,28.0,29.200000000000003,30.299999999999983,33.0,34.099999999999994,4.925555806200962,108,57.37,28,32.0,33.85,36.8,38.0,39.0,39.65,41.0,46.0,30.950000000000003,47.0,50.0,56.19999999999999,66.70000000000002,77.0,79.0,84.0,88.44999999999997,94.0,100.05,23.97442595767415
172,65.66,9,13.0,13.0,14.0,14.75,15.7,18.299999999999997,27.800000000000004,32.10000000000001,12.0,40.5,65.10000000000005,81.19999999999999,97.70000000000002,109.3,113.0,121.80000000000001,134.45,139.3,149.49999999999994,53.174659378316655,40,24.01,16,19.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,18.0,22.5,23.0,24.0,24.35000000000001,25.0,27.0,28.200000000000003,30.0,31.10000000000001,34.05,5.032881878208548,106,57.18,29,34.800000000000004,36.0,37.8,39.0,40.0,42.65,44.0,45.0,31.0,48.0,50.45,57.4,65.35000000000001,71.0,76.0,79.2,86.0,93.0,98.05,22.21458079730518
190,67.7,11,13.0,13.85,14.8,15.0,16.0,22.0,25.200000000000003,29.650000000000013,12.0,39.5,63.250000000000014,86.8,102.0,104.3,112.75,121.2,140.29999999999998,152.10000000000002,169.0,55.71436080581019,39,24.06,17,19.0,20.0,20.0,20.75,21.0,22.0,22.0,22.0,18.950000000000003,23.0,23.0,24.0,25.0,25.299999999999997,26.0,28.0,29.0,31.200000000000017,35.0,4.812109724434804,111,56.07,26,33.8,35.0,36.8,37.75,38.0,40.0,41.0,42.550000000000004,31.0,45.0,47.0,55.8,66.0,72.0,73.5,83.0,86.0,89.40000000000003,101.05,23.172075867302006
162,62.96,10,12.0,13.0,13.0,14.75,16.7,19.0,25.400000000000006,34.0,12.0,43.0,62.900000000000006,76.6,88.0,94.49999999999999,107.0,112.0,124.44999999999997,141.40000000000003,153.29999999999995,50.4509504370334,38,24.41,18,20.0,20.0,20.0,21.0,21.0,22.0,22.0,23.0,19.0,23.0,24.0,24.0,26.0,26.0,27.0,28.0,30.14999999999999,31.10000000000001,34.0,4.65423463095706,104,57.72,28,33.9,36.0,38.0,40.0,41.0,41.65,43.0,46.550000000000004,31.9,47.5,52.45,58.4,67.45000000000006,76.0,77.25,82.0,87.0,93.0,96.14999999999999,22.342372300183342
180,74.59,11,13.0,14.0,14.8,15.0,17.7,20.299999999999997,30.0,40.550000000000004,12.95,50.5,79.05000000000003,99.8,113.35000000000001,118.3,132.5,147.2,151.29999999999995,157.2,167.25,59.56644944933346,37,23.54,18,19.0,19.85,20.0,21.0,21.0,22.0,22.0,22.0,19.0,22.5,23.0,24.0,24.0,25.0,26.0,27.0,28.0,28.10000000000001,31.0,3.8194764039066924,101,55.35,25,30.900000000000002,32.0,34.0,35.75,36.7,38.0,40.0,40.550000000000004,28.95,43.0,46.900000000000006,56.8,67.35000000000001,72.6,79.0,86.0,88.0,92.10000000000001,94.05,23.774513664847067
171,65.82,11,12.9,13.0,14.0,15.75,17.0,19.299999999999997,25.0,31.0,11.95,52.5,69.45,83.19999999999999,99.05000000000003,109.6,116.0,122.80000000000001,130.14999999999998,136.10000000000002,143.45,51.48754800920316,39,24.93,17,19.9,20.0,21.0,21.0,22.0,22.0,22.0,23.0,19.0,23.5,24.0,25.0,26.35000000000001,27.299999999999997,28.25,29.200000000000003,31.0,32.0,34.05,4.792191565453117,99,58.73,27,31.9,34.849999999999994,36.8,38.75,39.7,41.0,44.6,47.550000000000004,30.0,50.0,52.45,58.4,70.35000000000001,81.0,82.25,89.0,91.14999999999999,93.10000000000001,95.05,23.76840549973851
161,58.53,11,13.0,13.85,14.0,15.0,17.7,19.299999999999997,22.0,33.75000000000002,12.0,44.0,55.900000000000006,69.0,81.75000000000004,89.0,96.25,102.4,110.14999999999999,123.60000000000005,147.15,45.952900887756805,33,24.13,19,19.0,20.0,21.0,21.0,22.0,22.0,23.0,24.0,19.0,24.0,24.0,25.0,25.0,25.0,26.0,27.0,28.0,29.10000000000001,31.0,3.684168834350565,97,58.24,31,36.0,38.849999999999994,40.0,41.75,42.0,44.0,46.6,48.0,34.0,51.0,53.45,57.8,68.05000000000003,74.0,78.0,82.0,84.14999999999999,88.0,92.0,19.92542094912928
197,67.82,9,13.0,14.0,14.0,15.0,17.0,21.0,29.6,36.550000000000004,12.0,52.5,63.80000000000001,74.19999999999999,91.35000000000001,100.6,109.0,124.80000000000001,140.14999999999998,154.10000000000002,169.04999999999998,55.57002429367834,44,24.22,17,19.0,20.0,20.0,20.75,21.0,22.0,22.0,22.0,18.0,22.0,23.0,23.0,24.0,24.299999999999997,25.0,26.0,28.0,34.10000000000001,37.099999999999994,5.884861935508768,114,53.43,24,31.0,32.0,32.0,33.0,34.0,35.0,35.0,37.0,30.0,42.5,45.900000000000006,52.199999999999996,58.70000000000002,65.6,71.25,76.0,78.29999999999998,97.10000000000001,108.1,25.505393547248
200,85.46,11,13.0,14.0,15.0,16.0,18.4,23.0,38.400000000000006,49.75000000000002,12.0,78.0,99.9,112.0,129.35000000000002,141.6,148.25,161.20000000000002,166.45,172.10000000000002,189.04999999999998,66.19054615275508,43,24.63,18,19.0,20.0,20.8,21.0,21.7,22.0,22.0,23.0,19.0,23.0,23.450000000000003,25.0,25.0,26.299999999999997,27.0,28.0,29.14999999999999,31.10000000000001,34.099999999999994,5.135474661606266,122,58.98,28,31.0,32.0,33.0,34.0,35.0,37.0,39.0,40.550000000000004,30.0,45.5,55.900000000000006,67.0,75.0,81.0,87.0,89.0,92.14999999999999,95.0,108.0,27.539419020741885
221,88.93,11,14.0,14.85,15.0,16.0,18.0,26.949999999999996,41.6,58.550000000000004,13.0,79.5,106.95000000000003,119.6,139.35000000000002,147.3,150.25,158.2,169.45,176.10000000000002,191.74999999999997,68.6811844685282,45,25.8,18,20.0,20.85,21.0,21.0,22.0,22.0,23.0,23.0,19.0,24.0,24.450000000000003,25.4,26.0,27.0,28.25,30.0,32.0,35.10000000000001,38.19999999999999,6.193545026880809,120,60.29,26,30.0,31.0,32.0,32.0,34.0,35.65,38.0,41.550000000000004,29.0,47.0,58.45,66.8,77.35000000000001,82.6,87.0,92.2,99.14999999999999,104.10000000000001,112.05,29.855751539694992
172,65.71,11,12.0,13.0,14.0,15.0,16.7,22.65,35.0,42.75000000000002,12.0,49.5,65.15000000000002,78.4,86.0,101.6,107.0,116.0,129.29999999999998,144.10000000000002,158.1,51.08528065891388,36,23.9,17,19.0,19.0,20.0,21.0,21.0,21.0,22.0,22.0,18.0,23.0,24.0,24.0,25.0,25.0,26.25,28.0,30.0,31.0,32.05,4.462062303464621,97,57.1,26,32.9,35.0,37.0,38.0,40.7,42.65,43.0,44.550000000000004,31.9,49.5,54.45,59.8,66.0,71.3,77.0,84.0,87.14999999999999,92.10000000000001,95.0,22.03247602971577
185,78.92,11,13.0,14.0,15.0,16.0,17.0,25.949999999999996,38.400000000000006,53.10000000000001,12.0,71.0,95.05000000000003,111.19999999999999,118.35000000000001,121.3,134.25,144.2,151.0,160.10000000000002,173.14999999999998,59.76264385048574,38,24.38,18,19.0,20.0,21.0,21.0,21.7,22.0,22.0,22.0,19.0,23.0,24.0,25.0,25.35000000000001,26.0,27.25,29.0,29.0,30.0,33.0,4.518362535255444,109,59.23,28,31.9,35.0,37.0,38.0,40.0,42.0,43.2,44.550000000000004,30.0,47.5,56.250000000000014,66.0,70.35000000000001,77.6,83.0,88.4,92.0,94.0,98.05,24.521360076472103
240,75.81,12,13.9,15.0,15.0,17.75,19.0,23.949999999999996,32.0,46.550000000000004,12.0,66.0,80.80000000000001,89.4,99.35000000000001,110.3,121.0,128.2,146.3499999999999,161.2000000000001,180.2,61.383824416535006,44,24.94,18,20.0,21.0,21.0,21.0,21.0,22.0,22.0,22.550000000000004,19.0,23.0,23.0,24.0,24.0,25.0,26.0,28.0,30.14999999999999,36.10000000000001,38.099999999999994,5.930969566605447,125,57.23,27,31.0,32.0,33.0,34.0,35.7,37.0,40.0,43.0,30.0,47.0,54.45,59.4,63.35000000000001,66.6,73.25,81.2,91.14999999999999,104.10000000000001,109.05,27.038437454853046
277,103.93,9,13.9,14.0,15.0,15.75,17.0,31.849999999999987,41.6,56.10000000000001,12.0,97.5,126.45,134.6,154.70000000000002,166.6,177.25,191.0,201.45,220.10000000000002,248.1,85.02237999491663,46,28.41,17,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,19.95,27.0,28.0,29.0,30.0,31.0,32.0,34.2,37.0,39.10000000000001,42.0,6.848496185294987,134,63.64,26,29.0,30.849999999999998,31.8,33.0,35.0,36.0,39.0,43.550000000000004,28.0,51.0,56.45,75.4,78.70000000000002,87.0,94.25,101.0,105.29999999999998,114.0,121.0,33.493438163317904
286,98.6,11,14.0,14.0,15.0,16.75,19.0,26.599999999999994,42.800000000000004,78.75000000000003,12.95,91.5,103.9,119.80000000000001,143.05,157.0,165.5,173.0,184.3499999999999,202.10000000000002,245.79999999999995,80.145367926038,49,26.39,18,20.0,21.0,22.0,22.0,22.0,23.0,23.0,24.0,19.0,25.0,25.0,26.0,26.0,28.0,29.0,29.200000000000003,33.0,36.0,41.05,6.54353879792884,137,60.85,23,29.0,30.0,31.0,32.0,33.0,35.0,36.6,40.0,28.0,48.5,58.35000000000001,63.4,78.05000000000003,82.3,86.25,95.2,99.14999999999999,110.10000000000001,118.05,32.19949533766018
294,100.08,11,12.0,14.0,15.0,16.0,18.7,24.949999999999996,42.20000000000001,68.65,12.0,79.0,106.25000000000001,142.4,150.35000000000002,155.3,162.25,177.20000000000002,193.0,212.80000000000007,241.54999999999995,82.76263408084593,48,26.91,18,20.0,21.0,21.8,22.0,22.0,23.0,23.0,24.0,19.0,24.5,26.0,26.0,27.0,29.0,30.0,31.0,34.0,37.10000000000001,44.05,7.090973134908917,137,61.54,26,29.0,30.0,30.0,31.0,32.0,34.65,37.6,40.10000000000001,28.0,44.5,59.60000000000002,69.4,78.35000000000001,84.3,90.0,96.2,103.0,107.20000000000002,121.05,33.16396236881232
267,91.85,11,13.0,14.0,15.0,16.0,18.7,29.599999999999994,40.20000000000001,56.0,12.0,85.0,108.05000000000003,119.6,129.70000000000002,143.3,148.0,161.20000000000002,176.0,201.1,214.05,74.16378833366052,48,27.55,17,21.0,21.85,22.0,22.0,23.0,24.0,24.0,25.0,20.0,25.5,26.450000000000003,28.0,29.0,30.0,31.0,32.0,34.14999999999999,37.20000000000002,41.0,6.653382598348001,135,63.72,25,31.0,33.85,34.0,35.0,36.0,38.65,44.6,46.550000000000004,29.950000000000003,51.0,59.70000000000002,71.8,79.70000000000002,88.89999999999999,93.25,96.2,99.0,104.30000000000003,119.14999999999999,30.956446824530747
229,86.93,11,13.0,13.85,15.0,16.0,18.4,23.0,43.6,54.10000000000001,13.0,78.0,85.9,103.0,115.15000000000008,134.3,152.0,163.0,173.15,188.40000000000003,208.49999999999997,70.6207129672308,41,24.69,18,20.0,20.0,21.0,21.0,21.7,22.0,22.0,22.0,19.0,23.0,23.0,24.0,24.0,25.0,26.5,29.0,32.0,33.10000000000001,36.0,5.2243564196942,118,58.12,27,31.0,32.85,33.0,34.0,35.0,35.0,37.0,40.0,30.0,43.0,50.45,59.199999999999996,70.35000000000001,76.3,84.0,90.0,94.14999999999999,102.20000000000002,108.1,28.333471372212763
265,88.78,10,12.0,13.0,14.0,15.75,18.0,24.249999999999993,32.0,61.10000000000001,12.0,76.0,85.70000000000002,108.79999999999998,131.0,137.89999999999998,146.0,157.2,170.14999999999998,208.3,218.0,74.3245020164952,46,25.03,16,19.0,20.0,20.0,21.0,21.0,21.0,22.0,22.0,19.0,23.0,24.0,24.0,26.0,27.0,28.0,29.0,30.14999999999999,34.10000000000001,40.0,6.274480058140275,131,58.08,23,30.900000000000002,31.85,32.0,33.0,34.0,35.0,36.0,38.20000000000002,29.0,43.5,48.45,61.39999999999999,68.70000000000002,79.3,83.5,86.2,95.14999999999999,106.20000000000002,115.05,29.910091942352835
228,88.08,11,13.0,14.0,15.8,16.0,17.0,25.299999999999997,34.60000000000001,60.550000000000004,13.0,76.5,102.25000000000001,112.4,126.0,144.5,152.25,154.60000000000002,168.45,190.10000000000002,205.74999999999994,70.55702374675396,43,25.26,17,20.9,21.0,21.0,21.0,22.0,22.0,23.0,23.0,19.95,23.5,24.0,24.0,25.0,26.0,27.0,29.0,31.0,33.10000000000001,38.099999999999994,5.673834682117554,123,57.97,26,31.0,31.0,32.8,34.0,34.7,36.0,37.6,39.0,28.0,43.0,51.900000000000006,64.6,72.0,77.3,81.25,87.0,89.0,102.20000000000002,114.1,28.635102584066292
203,74.09,11,13.9,14.0,16.0,17.0,19.7,23.299999999999997,32.0,45.550000000000004,13.0,57.0,73.0,88.8,99.0,103.6,114.0,122.00000000000001,145.14999999999998,172.3,194.05,60.206659930609,47,25.67,19,20.0,21.0,21.8,22.0,22.0,23.0,23.0,23.0,20.0,23.0,24.0,24.0,25.0,26.0,26.25,28.0,29.299999999999983,36.10000000000001,41.05,6.299293611191654,118,57.96,30,32.0,33.0,34.0,35.0,36.0,38.0,39.0,40.550000000000004,31.95,47.0,51.900000000000006,58.599999999999994,66.0,69.89999999999999,76.5,80.2,95.14999999999999,106.0,115.0,27.285864472286747
186,68.29,11,14.0,15.0,16.0,16.0,19.4,24.65,30.000000000000007,45.10000000000001,12.95,63.0,72.45,86.4,94.35000000000001,99.3,103.25,112.0,126.44999999999997,153.1,166.14999999999998,52.268785139890134,44,25.13,17,19.9,20.0,21.0,22.0,22.0,22.0,23.0,23.0,18.950000000000003,24.0,24.0,25.0,25.0,26.0,26.0,27.0,30.14999999999999,34.10000000000001,39.05,5.818341688144484,114,56.6,28,32.0,33.85,35.0,36.0,37.0,38.65,41.6,44.550000000000004,31.0,47.5,54.900000000000006,58.8,62.35000000000001,66.3,72.0,76.2,87.29999999999998,97.20000000000002,108.1,24.614223530308646
203,72.15,11,14.0,14.0,15.0,17.0,18.0,20.65,36.6,41.0,13.0,58.0,71.0,89.8,97.35000000000001,103.6,115.5,124.4,145.29999999999998,161.2,167.54999999999998,57.38525507480123,44,24.89,17,20.0,20.0,21.0,21.0,22.0,22.0,23.0,23.0,19.0,23.5,24.0,24.0,24.0,25.0,26.0,28.0,29.14999999999999,34.0,38.099999999999994,5.8649722931996875,116,55.75,29,31.0,31.85,32.8,34.0,35.0,36.65,39.0,40.0,30.0,45.0,47.45,55.8,65.05000000000003,71.3,75.0,79.4,87.29999999999998,93.80000000000007,108.1,25.879480288444743
182,72.15,10,12.0,13.0,14.0,15.0,16.0,20.0,30.0,43.65000000000001,11.0,54.5,81.9,100.4,105.05000000000003,116.0,121.5,131.60000000000002,142.74999999999994,154.10000000000002,158.1,56.6186144302384,36,24.48,17,19.0,20.0,20.0,20.75,21.7,22.0,22.0,23.0,18.950000000000003,23.0,24.0,24.0,25.0,26.0,27.25,30.0,31.0,32.0,34.0,4.891789038787343,107,59.2,26,33.9,34.849999999999994,37.0,38.0,39.7,41.0,44.0,45.550000000000004,30.0,47.0,51.45,60.199999999999996,74.70000000000002,81.3,84.0,89.60000000000001,94.0,95.0,97.05,24.733782565551916
190,72.6,11,12.0,13.0,13.8,14.75,15.0,19.949999999999996,29.0,36.0,11.95,52.5,70.75000000000004,88.39999999999999,99.40000000000003,116.39999999999998,131.5,139.4,151.14999999999998,157.1,169.29999999999995,59.647967274669135,40,23.94,16,18.0,19.0,20.0,20.0,21.0,21.0,21.0,22.0,17.95,22.5,23.450000000000003,24.0,25.0,25.0,26.25,28.0,30.0,32.0,35.0,5.334454048916347,108,56.41,25,31.9,34.849999999999994,36.0,37.0,37.7,39.0,40.6,43.0,29.0,45.5,49.80000000000001,59.0,65.35000000000001,72.3,77.0,81.0,87.14999999999999,95.20000000000002,101.0,24.144603952022074
226,74.19,10,13.9,14.0,16.0,16.0,18.0,22.65,28.0,34.10000000000001,13.0,60.0,75.9,92.6,111.70000000000002,122.0,130.0,134.0,140.0,151.9000000000001,166.1,59.64456303805066,40,24.82,16,19.0,20.0,21.0,21.0,22.0,22.0,23.0,23.550000000000004,19.0,24.0,24.0,25.0,25.0,26.0,27.0,29.200000000000003,30.0,33.0,36.0,5.1271434542052745,114,58.1,27,33.0,35.0,37.0,38.0,39.0,40.0,41.0,45.0,30.950000000000003,46.5,50.0,58.4,65.05000000000003,76.3,80.0,81.2,89.44999999999997,95.10000000000001,107.05,24.915657727621802
178,68.51,10,13.0,14.0,14.8,15.0,16.0,18.65,26.400000000000006,37.75000000000002,12.0,52.5,71.45,86.0,102.35000000000001,113.0,120.0,131.2,135.14999999999998,141.10000000000002,152.05,53.71768703136798,35,24.43,17,20.0,20.0,21.0,21.0,22.0,22.0,22.6,23.0,19.0,24.0,24.0,24.4,25.35000000000001,27.0,27.0,28.0,29.0,30.10000000000001,32.0,4.116442638978467,102,57.64,26,33.0,35.0,36.0,37.0,38.7,41.0,42.0,45.0,32.0,47.5,51.0,57.8,69.75000000000004,76.6,80.25,84.2,89.14999999999999,95.0,97.05,23.537000658537615
184,74.75,10,13.0,14.0,14.0,15.0,16.0,18.299999999999997,28.800000000000004,43.550000000000004,12.0,54.5,75.45,95.0,115.10000000000005,122.3,132.25,142.0,154.0,159.20000000000005,173.04999999999998,60.019725924065995,39,24.08,17,19.0,20.0,20.0,20.75,21.0,21.0,21.0,22.0,18.950000000000003,23.0,23.0,24.0,25.0,25.299999999999997,27.0,28.0,30.14999999999999,32.0,33.0,4.857324366356441,108,58.22,27,32.0,34.0,37.0,38.0,39.0,41.65,42.6,44.0,29.950000000000003,46.5,51.45,61.4,67.70000000000002,74.3,83.25,88.2,93.0,96.10000000000001,100.0,24.690313890268786
151,57.1,9,12.0,13.0,13.8,14.0,16.0,18.0,26.200000000000003,34.0,12.0,47.0,59.900000000000006,72.4,84.35000000000001,88.6,92.25,101.2,106.0,114.20000000000002,133.2,43.11716595510424,35,23.85,18,19.9,20.0,20.8,21.0,21.0,22.0,22.0,23.0,19.0,23.0,23.0,24.0,24.0,25.0,25.0,27.0,29.0,31.0,33.0,4.153010955921017,99,58.98,29,38.0,40.0,41.0,43.0,44.0,46.0,48.0,50.0,35.849999999999994,52.5,56.900000000000006,63.4,66.0,72.3,75.0,79.0,83.0,88.10000000000001,92.05,19.08768189173321
179,66.43,11,13.0,14.0,15.0,15.0,16.0,18.949999999999996,32.800000000000004,38.10000000000001,12.0,49.0,70.60000000000002,85.8,94.0,105.0,113.0,118.2,124.0,138.3,155.35,51.86641591627476,41,24.23,16,19.0,19.0,20.0,21.0,21.0,22.0,22.0,22.0,18.0,23.0,23.450000000000003,25.0,25.0,26.0,27.0,28.0,30.0,32.0,34.0,4.979668663676329,112,58.67,27,34.800000000000004,36.7,38.8,40.0,41.7,42.65,43.6,46.0,30.950000000000003,48.0,53.45,61.0,68.0,73.3,81.0,83.2,88.14999999999999,93.10000000000001,99.14999999999999,23.24996989245362
170,70.52,10,12.9,13.0,14.0,15.0,16.7,20.299999999999997,30.6,39.65000000000001,12.0,56.5,77.45,92.19999999999999,107.45000000000006,117.6,124.0,128.0,135.0,149.0,159.10000000000002,54.7095019169431,34,23.11,17,19.0,19.0,20.0,20.0,20.0,21.0,21.0,21.0,18.0,22.0,22.450000000000003,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.049999999999997,3.9163631088038815,104,56.66,27,30.900000000000002,33.0,34.0,35.75,38.7,40.0,42.0,44.0,29.950000000000003,46.5,51.45,58.8,69.0,74.6,79.5,84.2,86.14999999999999,92.10000000000001,98.0,23.59882200449844
166,61.08,11,13.0,13.0,14.0,15.75,16.0,18.65,23.6,37.300000000000026,12.0,51.5,61.0,69.4,81.40000000000003,92.0,99.25,112.2,117.14999999999999,132.0,150.25,48.25591777181323,38,23.91,17,18.900000000000002,19.85,20.0,21.0,21.0,22.0,22.0,23.0,18.0,23.0,23.0,24.0,24.0,25.0,26.0,27.200000000000003,29.0,30.0,35.0,4.677809316336012,111,58.8,28,36.9,38.0,40.8,43.0,43.0,45.65,48.0,49.0,31.0,50.0,52.900000000000006,65.0,67.70000000000002,71.0,75.0,82.0,84.14999999999999,87.30000000000003,94.05,20.6281361252053
170,66.73,10,13.0,13.0,14.0,14.75,15.0,21.0,30.0,37.65000000000001,11.0,51.5,70.80000000000001,85.8,91.70000000000002,103.0,114.25,123.0,136.29999999999998,142.20000000000002,150.45,52.34803816763337,36,23.13,16,19.0,19.0,20.0,20.0,20.0,21.0,21.0,21.0,18.0,22.0,22.0,23.0,23.35000000000001,25.0,26.0,26.200000000000003,27.14999999999999,28.10000000000001,32.05,4.29337862294953,105,57.1,26,34.0,35.85,38.0,40.0,41.0,42.0,43.0,44.0,29.0,46.5,51.0,57.8,65.35000000000001,75.0,78.0,79.2,84.0,90.10000000000001,98.0,22.339427029357758
